City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Santana do Matos,-5.9575,-36.6556,94.89,25,9,16.96,BR,1633289038
Kalianget,-7.05,113.9333,81.07,75,76,4.63,ID,1633289039
San Ramon,37.7799,-121.978,89.04,32,1,1.99,US,1633289039
Pangody,65.85,74.4859,31.59,78,100,7.23,RU,1633289039
Shumskiy,54.8318,99.1328,33.98,95,100,3.27,RU,1633289040
Noumea,-22.2763,166.4572,69.78,91,1,1.97,NC,1633289040
Bilibino,68.0546,166.4372,12.52,97,89,3.51,RU,1633289041
San-Pédro,4.7485,-6.6363,77.7,90,100,4.85,CI,1633289041
Floridablanca,7.0622,-73.0864,84.52,65,40,6.91,CO,1633289042
Praia da Vitória,38.7333,-27.0667,73.76,88,20,6.44,PT,1633288753
São Filipe,14.8961,-24.4956,80.38,76,100,7.02,CV,1633289043
Vestmannaeyjar,63.4427,-20.2734,46.89,81,63,6.44,IS,1633289043
Morondava,-20.2833,44.2833,76.89,81,0,10.74,MG,1633289044
Kichera,55.9375,110.0997,33.35,78,100,4.07,RU,1633289044
Belmonte,-15.8631,-38.8828,82.4,73,8,13.27,BR,1633289045
Butembo,0.15,29.2833,57.67,91,97,2.51,CD,1633289045
Margate,51.3813,1.3862,56.03,81,0,1.99,GB,1633289044
Borzya,50.3833,116.5167,36.57,60,98,2.01,RU,1633289046
Kahului,20.8947,-156.47,84.22,73,20,21.85,US,1633289046
Mehamn,71.0357,27.8492,51.71,66,0,12.66,NO,1633289046
Włoszczowa,50.8526,19.9659,59.65,75,73,6.11,PL,1633289047
Thinadhoo,0.5333,72.9333,83.3,75,100,16.71,MV,1633289047
Tefé,-3.3542,-64.7114,87.91,70,20,1.88,BR,1633289048
Varberg,57.1056,12.2508,63.25,91,100,28.74,SE,1633289048
Marapanim,-0.7175,-47.6997,86.58,59,74,10.22,BR,1633289049
Teya,60.3778,92.6267,33.21,98,100,2.68,RU,1633289049
Ancud,-41.8697,-73.8203,51.33,66,99,11.41,CL,1633289050
Belaya Gora,68.5333,146.4167,20.03,87,90,4.38,RU,1633289050
Pevek,69.7008,170.3133,23.65,91,99,8.37,RU,1633289051
Gerāsh,27.6652,54.1371,82.54,44,24,3.58,IR,1633289051
Ahipara,-35.1667,173.1667,60.26,98,100,8.05,NZ,1633289052
Hargeisa,9.56,44.065,70.38,73,100,4.92,SO,1633289052
Chernomorskiy,44.8506,38.4936,53.11,84,100,11.18,RU,1633289052
Zhicheng,30.2956,111.5047,79.45,61,0,3.65,CN,1633289053
Contamana,-7.3333,-75.0167,96.85,35,96,5.32,PE,1633289053
Bathsheba,13.2167,-59.5167,88.41,58,20,21.85,BB,1633289054
Paamiut,61.994,-49.6678,39.99,72,0,8.34,GL,1633289054
Mezen',65.8522,44.24,44.19,90,100,5.37,RU,1633289054
Nelson Bay,-32.7167,152.15,65.68,86,99,8.99,AU,1633289055
Viranşehir,37.2353,39.7631,74.5,40,0,10.04,TR,1633289055
Mardin,37.3131,40.7436,67.71,42,0,6.53,TR,1633289056
La Tuque,47.4334,-72.7824,61.05,48,1,10.36,CA,1633289056
Lagos,6.5833,3.75,77.65,90,33,4.29,NG,1633289056
Lagan,45.3929,47.3707,57.38,57,100,22.12,RU,1633289057
Labuhan,-6.8844,112.2051,78.17,76,100,11.77,ID,1633289057
Verkhnechusovskiye Gorodki,58.1671,57.1086,29.95,81,90,3.44,RU,1633289058
Kralendijk,12.15,-68.2667,89.58,62,75,24.16,BQ,1633289058
Lambaréné,-0.7001,10.2406,75.38,94,98,4.18,GA,1633289059
Fallon,39.4735,-118.7774,80.92,9,90,5.75,US,1633289059
Kuching,1.55,110.3333,77.22,94,20,2.3,MY,1633289059
Dutlwe,-23.9833,23.9,61.34,15,0,8.79,BW,1633289060
Fort Nelson,58.8053,-122.7002,47.79,49,75,5.75,CA,1633289060
Marzuq,14.4,46.4667,76.26,61,100,10.27,YE,1633289061
Gizo Government Station,-8.103,156.8419,81.63,78,12,7.18,SB,1633289061
Albino,45.7638,9.7964,66.15,95,75,4.61,IT,1633289062
Kassala,15.451,36.4,91.63,39,94,5.3,SD,1633289062
Dashitou,43.3067,128.5114,51.53,96,100,2.35,CN,1633289063
Antofagasta,-23.65,-70.4,60.08,69,27,12.82,CL,1633288942
Poum,-20.2333,164.0167,74.19,87,0,14.94,NC,1633289063
Cockburn Town,21.4612,-71.1419,83.16,70,89,18.45,TC,1633289060
Coquimbo,-29.9533,-71.3436,62.33,59,0,14.97,CL,1633289064
Labuan,5.2767,115.2417,77.36,78,20,2.3,MY,1633289064
Dolinsk,47.35,142.8,42.66,95,88,4.16,RU,1633289065
Boddam,57.4667,-1.7833,52.43,67,100,21.9,GB,1633289065
Caceres,39.522,-6.3748,59.81,38,0,12.73,ES,1633289065
Adelaide,-34.9333,138.6,54.48,77,40,7.0,AU,1633288816
Hamilton,39.1834,-84.5333,72.37,98,100,8.16,US,1633288824
Qaqortoq,60.7167,-46.0333,45.1,61,0,9.06,GL,1633289066
Fairbanks,64.8378,-147.7164,35.6,95,90,1.01,US,1633289067
Grindavik,63.8424,-22.4338,46.35,87,0,21.85,IS,1633289067
Balkanabat,39.5108,54.3671,65.14,18,0,18.3,TM,1633289067
Vostok,46.4856,135.8833,45.1,97,100,3.53,RU,1633289068
Fortuna,40.5982,-124.1573,59.92,88,20,8.05,US,1633289069
Lincoln,40.8,-96.667,79.39,31,1,1.99,US,1633289061
Sussex,41.1834,-74.6663,80.08,64,75,0.0,US,1633289069
Maricá,-22.9194,-42.8186,89.76,72,4,9.64,BR,1633289070
Eldorado,-23.7869,-54.2836,77.94,80,33,8.77,BR,1633289070
Cabedelo,-6.9811,-34.8339,83.07,68,4,14.14,BR,1633288815
Yar-Sale,66.8333,70.8333,30.29,76,100,6.6,RU,1633289071
Taoudenni,22.6783,-3.9836,99.7,8,81,10.09,ML,1633288870
Novomykolayivka,47.9781,35.9102,50.25,51,7,8.77,UA,1633289071
Garoowe,8.4054,48.4845,77.9,69,100,17.38,SO,1633289072
Nyurba,63.2842,118.3319,26.78,83,85,4.59,RU,1633289072
St. George's,12.0564,-61.7485,87.48,70,20,23.02,GD,1633289072
Badou,7.5833,0.6,75.85,91,100,2.33,TG,1633289073
Yangi Marg`ilon,40.4272,71.7189,57.92,72,75,2.3,UZ,1633289073
Vila Franca do Campo,37.7167,-25.4333,74.19,83,99,4.23,PT,1633289074
Oltu,40.5498,42.0013,53.29,91,100,4.47,TR,1633289074
Ferndale,42.4606,-83.1347,76.98,81,75,1.99,US,1633289074
Tiarei,-17.5333,-149.3333,80.62,76,7,8.84,PF,1633288990
San Carlos,9.6612,-68.5827,88.5,56,92,3.51,VE,1633289075
Lebu,-37.6167,-73.65,52.74,70,1,22.24,CL,1633289076
Armidale,-30.5167,151.65,54.52,46,13,7.36,AU,1633289076
Byron Bay,-28.65,153.6167,64.87,56,63,7.49,AU,1633289076
Port Macquarie,-31.4333,152.9167,57.16,67,100,6.53,AU,1633289077
Srednekolymsk,67.45,153.6833,23.22,94,95,4.25,RU,1633289077
Davidson,36.1501,-86.7833,77.11,87,90,3.44,US,1633289078
Puerto del Rosario,28.5004,-13.8627,73.15,78,20,18.41,ES,1633289078
Hauterive,46.0901,3.4459,56.16,97,100,5.35,FR,1633289079
Ola,59.5833,151.2833,37.44,72,100,12.28,RU,1633289079
Port Lincoln,-34.7333,135.8667,52.25,67,76,25.84,AU,1633289080
Klyuchi,52.2667,79.1667,36.72,57,95,5.01,RU,1633289080
Kiunga,-6.1219,141.2906,69.84,99,85,0.43,PG,1633289081
Berlevåg,70.8578,29.0864,51.75,62,0,32.21,NO,1633289082
Grass Valley,39.2191,-121.0611,82.78,20,1,6.91,US,1633288863
Bima,-8.4667,118.7167,74.62,85,45,5.03,ID,1633289082
Çanakkale Province,40.0833,26.8333,57.81,81,5,8.34,TR,1633289083
Olinda,-8.0089,-34.8553,80.33,74,75,8.05,BR,1633289083
Korla,41.7597,86.1469,50.27,43,0,3.87,CN,1633289084
Sur,22.5667,59.5289,83.1,77,100,16.6,OM,1633289084
Morón de la Frontera,37.1208,-5.454,66.87,64,20,4.61,ES,1633289084
Blenheim,-41.516,173.9528,54.41,94,100,1.45,NZ,1633289085
Vila Velha,-20.3297,-40.2925,84.15,65,0,16.11,BR,1633289085
Dakar,14.6937,-17.4441,83.28,72,17,6.58,SN,1633289086
Kudahuvadhoo,2.6708,72.8944,83.34,74,6,15.52,MV,1633289086
Sabaudia,41.3003,13.0282,72.75,85,1,7.92,IT,1633289087
Darnah,32.767,22.6367,70.05,67,2,18.43,LY,1633289087
Rudnogorsk,57.2639,103.7519,33.76,99,100,0.34,RU,1633289088
San Isidro,-12.1167,-77.05,63.99,76,90,1.01,PE,1633289088
Flagstaff,35.1981,-111.6513,71.6,38,40,8.01,US,1633289088
Kirensk,57.7853,108.1119,31.91,92,100,1.12,RU,1633289089
Port Hardy,50.6996,-127.4199,55.58,58,40,4.61,CA,1633289089
Mogok,22.9167,96.5,63.59,99,100,2.71,MM,1633289090
Kushiro,42.975,144.3747,62.26,84,100,26.04,JP,1633289090
Adrar,20.5022,-10.0711,96.66,10,18,3.87,MR,1633289090
Isangel,-19.55,169.2667,77.11,83,5,3.44,VU,1633289091
Xai-Xai,-25.0519,33.6442,67.95,86,100,15.7,MZ,1633289091
Ingham,42.6,-84.3833,75.38,82,90,5.75,US,1633289092
Oga,46.4631,10.347,50.68,97,94,6.91,IT,1633289092
Mount Isa,-20.7333,139.5,74.97,25,6,9.22,AU,1633289092
Ngunguru,-35.6167,174.5,63.16,98,100,12.91,NZ,1633289093
Dunedin,-45.8742,170.5036,46.87,92,100,12.71,NZ,1633289093
Chui,-33.6971,-53.4616,61.56,55,26,12.21,UY,1633289094
Codajás,-3.8367,-62.0569,94.14,44,93,1.59,BR,1633289094
Ulaanbaatar,47.9077,106.8832,17.73,86,0,2.24,MN,1633288799
Innisfail,-17.5333,146.0333,70.92,86,14,3.49,AU,1633289095
Arlit,18.7369,7.3853,92.32,11,0,7.54,NE,1633289095
Acapulco de Juárez,16.8634,-99.8901,89.42,62,1,6.91,MX,1633288910
Doha,25.2867,51.5333,89.58,79,86,6.91,QA,1633289096
Palu,-0.8917,119.8707,75.56,96,100,2.44,ID,1633289096
Laguna,38.421,-121.4238,89.13,27,1,1.01,US,1633289096
Krasnoural'sk,58.3638,60.0407,29.16,83,93,4.7,RU,1633289097
Bud,39.447,-86.1758,77.34,82,100,11.14,US,1633289097
Březnice,49.5576,13.9506,57.49,99,52,3.4,CZ,1633289098
Khomutovka,51.9207,34.5619,45.37,76,98,6.69,RU,1633289098
Fjerritslev,57.0813,9.2664,53.92,89,100,14.52,DK,1633289098
Barabai,-2.5833,115.3833,74.03,98,100,1.03,ID,1633289099
Namatanai,-3.6667,152.4333,79.12,79,100,4.59,PG,1633289099
Gouyave,12.1646,-61.7296,86.77,70,20,23.02,GD,1633289100
Del Rio,29.3627,-100.8968,87.91,59,1,3.44,US,1633288925
Sicamous,50.8331,-118.9856,72.48,45,23,5.5,CA,1633289100
Arrondissement de Narbonne,43.0833,2.8333,59.23,73,100,12.3,FR,1633289103
Srinagar,34.0833,74.8167,59.81,71,0,1.28,IN,1633289103
Valley,45.1277,-116.1262,58.77,29,90,8.19,US,1633289104
Murgab,37.4966,61.9714,51.67,50,0,4.61,TM,1633289104
Pereira Barreto,-20.6383,-51.1092,92.53,33,86,11.43,BR,1633289105
Hasaki,35.7333,140.8333,64.8,81,0,8.66,JP,1633289105
Elizabeth City,36.2946,-76.2511,87.01,57,20,5.01,US,1633289106
Saldanha,-33.0117,17.9442,53.65,70,0,24.52,ZA,1633288881
Opunake,-39.4556,173.8583,60.33,95,100,13.87,NZ,1633289107
Saquena,-4.6667,-73.5167,93.4,47,52,2.62,PE,1633289107
Matagami,49.7502,-77.6328,60.91,51,1,5.75,CA,1633289108
Katangli,51.7102,143.2326,39.24,82,100,8.05,RU,1633289108
Aykhal,66.0,111.5,26.53,71,100,4.85,RU,1633289109
Kirakira,-10.4544,161.9205,78.55,85,63,2.24,SB,1633289109
Skellefteå,64.7507,20.9528,55.0,60,75,5.01,SE,1633289110
Zhuhai,22.2769,113.5678,84.11,79,20,11.5,CN,1633289110
Puerto Nariño,-3.7703,-70.3831,75.15,57,91,3.94,CO,1633289110
Ukiah,39.1502,-123.2078,92.12,22,1,0.0,US,1633289102
Padang,-0.9492,100.3543,77.43,87,94,2.71,ID,1633289111
Gao,16.6362,1.637,90.73,11,5,10.87,ML,1633289112
Santa Maria,-29.6842,-53.8069,70.9,73,75,3.44,BR,1633289112
Impfondo,1.6381,18.0667,73.78,88,90,1.97,CG,1633289112
Grand-Santi,4.25,-54.3833,88.56,55,100,1.97,GF,1633289113
Ust'-Uda,54.1742,103.0304,32.04,84,83,1.68,RU,1633289113
Roald,62.5833,6.1333,61.72,58,0,3.44,NO,1633289114
Lata,40.1629,-8.3327,60.08,77,7,4.41,PT,1633289114
Kaniama,-7.5667,24.1833,68.29,91,100,0.36,CD,1633289115
Xishan,27.6667,113.5,85.01,71,0,2.57,CN,1633289115
Hervey Bay,-25.2986,152.8535,73.04,94,9,14.5,AU,1633289115
Salinópolis,-0.6136,-47.3561,83.34,71,100,14.72,BR,1633289116
Hay River,60.8156,-115.7999,51.78,37,75,11.5,CA,1633289116
Tokur,53.1333,132.9,23.61,89,9,1.97,RU,1633289117
Springdale,36.1867,-94.1288,73.51,72,75,10.0,US,1633288980
Magadan,59.5667,150.8,36.73,72,100,10.42,RU,1633289118
Solnechnyy,50.7214,136.6319,34.5,66,2,4.76,RU,1633289118
Naryan-Mar,67.6713,53.087,36.03,94,67,10.18,RU,1633289119
Mandalgovi,45.7625,106.2708,33.98,53,26,2.57,MN,1633289119
Balsas,-7.5325,-46.0356,91.02,33,87,1.12,BR,1633289120
Haines Junction,60.7522,-137.5108,33.75,93,100,2.3,CA,1633289120
Lucea,18.451,-78.1736,84.06,71,20,10.09,JM,1633289121
Aksu,41.1231,80.2644,53.17,53,100,7.52,CN,1633289121
Mongoumba,3.6415,18.5936,75.18,81,21,2.46,CF,1633289121
Ulladulla,-35.35,150.4667,59.9,87,95,3.44,AU,1633289122
Boende,-0.2167,20.8667,70.66,99,80,2.91,CD,1633289122
Baracoa,20.3467,-74.4958,83.62,73,91,5.55,CU,1633289123
Soyo,-6.1349,12.3689,75.33,82,100,10.29,AO,1633289123
Sitka,57.0531,-135.33,44.49,76,75,0.0,US,1633289124
Naze,28.3667,129.4833,77.34,63,0,20.11,JP,1633289124
Yavatmal,20.4,78.1333,75.97,86,26,2.06,IN,1633289125
Kangaba,11.9333,-8.4167,81.03,62,11,3.6,ML,1633289125
Prince Rupert,54.3161,-130.3201,50.09,66,75,12.66,CA,1633289125
Chunoyar,57.4467,97.3217,28.71,92,77,2.28,RU,1633289126
Nome,64.5011,-165.4064,28.47,74,1,6.91,US,1633289126
Troitskoye,52.9821,84.6757,34.11,85,100,4.88,RU,1633289127
Vilhena,-12.7406,-60.1458,91.62,43,40,10.36,BR,1633289127
Ascension,30.2169,-90.9001,89.01,66,75,5.75,US,1633289128
Durazno,-33.4131,-56.5006,58.95,44,0,13.8,UY,1633289128
Agadez,19.75,10.25,85.68,16,0,5.64,NE,1633289129
Methóni,36.8197,21.7049,70.21,63,100,5.86,GR,1633289129
Siocon,7.7061,122.1353,77.58,93,100,10.56,PH,1633289130
Ibadan,7.3878,3.8964,74.57,92,100,2.19,NG,1633289130
Samarai,-10.6167,150.6667,79.77,82,35,5.26,PG,1633289130
Eyl,7.9803,49.8164,78.3,84,66,17.76,SO,1633289131
Buala,-8.145,159.5921,78.75,84,57,2.06,SB,1633289111
Conde,-7.2597,-34.9075,81.86,69,40,12.66,BR,1633289132
Ipixuna,-1.7625,-48.8043,85.95,61,100,3.31,BR,1633289132
Laas,46.6166,10.7002,58.08,97,89,5.59,IT,1633289132
Leninsk,48.7119,45.1994,49.57,40,100,7.29,RU,1633289133
Tsiroanomandidy,-18.7667,46.0333,73.27,51,49,1.36,MG,1633289133
Sheksna,59.21,38.5107,39.16,78,61,5.77,RU,1633289134
Misratah,32.3754,15.0925,78.12,59,0,9.15,LY,1633289134
Rocha,-34.4833,-54.3333,56.7,54,16,14.76,UY,1633289135
Katsuura,35.1333,140.3,71.11,79,0,8.52,JP,1633289135
Kosh-Agach,50.0,88.6667,16.2,66,100,2.48,RU,1633289136
Hobyo,5.3505,48.5268,78.94,86,63,20.15,SO,1633289136
Okhotsk,59.3833,143.3,32.11,72,0,21.74,RU,1633289137
San Bartolomé de Tirajana,27.9248,-15.5733,64.67,80,20,25.32,ES,1633289137
Ternate,0.8,127.4,80.55,79,100,5.19,ID,1633289137
Ketchikan,55.3422,-131.6461,45.07,76,40,5.75,US,1633289138
Los Llanos de Aridane,28.6585,-17.9182,73.13,84,40,13.8,ES,1633289138
Malinovoye Ozero,51.6753,79.7825,38.97,53,100,5.23,RU,1633289139
São João da Barra,-21.6403,-41.0511,82.49,77,3,21.09,BR,1633289139
Pacific Grove,36.6177,-121.9166,95.14,34,1,3.0,US,1633289140
Arrondissement de Cahors,44.4167,1.3333,54.9,90,100,3.58,FR,1633289140
Bereda,43.2686,-7.5406,55.15,98,11,2.37,ES,1633289140
Udachny,66.4167,112.4,28.02,73,100,4.7,RU,1633289141
Kloulklubed,7.0419,134.2556,81.1,74,97,7.94,PW,1633289141
San Javier,37.8063,-0.8374,78.69,66,0,1.99,ES,1633289142
Klaksvík,62.2266,-6.589,47.32,94,100,38.59,FO,1633289142
Correia Pinto,-27.5847,-50.3611,64.76,96,100,3.94,BR,1633289143
Arboletes,8.8505,-76.4269,84.58,75,99,11.41,CO,1633289143
Muroto-misakicho,33.2833,134.15,75.11,69,3,9.19,JP,1633289143
Vardø,70.3705,31.1107,50.2,81,0,16.11,NO,1633289144
Chekhov,55.1431,37.4711,42.1,77,100,4.5,RU,1633289144
Mocuba,-16.8392,36.9856,86.43,38,62,9.64,MZ,1633289145
Half Moon Bay,37.4636,-122.4286,92.95,57,1,4.61,US,1633289145
Khāsh,28.2211,61.2158,65.68,23,5,5.93,IR,1633289146
Mount Gambier,-37.8333,140.7667,49.91,93,75,10.36,AU,1633289146
Balud,10.1476,123.6953,76.96,94,100,6.82,PH,1633289147
Dalby,-27.1833,151.2667,66.97,48,0,3.0,AU,1633289147
Kompaniyivka,48.2511,32.208,49.98,55,6,6.82,UA,1633289148
Senanga,-16.1167,23.2667,75.87,51,45,6.98,ZM,1633289148
Leningradskiy,69.3833,178.4167,17.1,84,96,4.63,RU,1633289149
Broome,42.2506,-75.833,66.56,80,90,1.99,US,1633289149
Nísia Floresta,-6.0911,-35.2086,85.01,58,4,14.41,BR,1633289149
Iquitos,-3.7481,-73.2472,84.24,65,75,10.36,PE,1633289094
Marsh Harbour,26.5412,-77.0636,80.92,64,0,10.87,BS,1633289150
Griffith,41.5284,-87.4237,78.1,88,90,5.75,US,1633289150
Yanam,16.7333,82.2167,77.09,87,5,2.33,IN,1633289151
Furano,43.2818,142.4743,54.79,93,100,6.44,JP,1633289151
Kholm,59.2667,32.85,40.96,88,1,5.46,RU,1633289152
Homberg (Efze),51.0333,9.4,63.21,82,100,15.17,DE,1633289152
Bazaliia,49.7127,26.4733,49.41,56,7,10.2,UA,1633289153
Esil,51.9556,66.4042,36.55,75,84,12.91,KZ,1633289153
Verkhniy Baskunchak,48.2256,46.7217,52.68,40,100,7.67,RU,1633289153
Manhattan,40.7834,-73.9662,82.94,52,75,1.99,US,1633288979
Cap Malheureux,-19.9842,57.6142,73.47,72,3,8.99,MU,1633289154
Aripuanã,-9.1667,-60.6333,93.45,41,95,1.19,BR,1633289155
Bonnyville,54.2668,-110.735,60.12,25,90,10.33,CA,1633289155
Vanimo,-2.6741,141.3028,76.1,86,95,3.2,PG,1633289156
Topeka,39.0483,-95.678,81.1,55,75,5.99,US,1633288563
Helong,42.5397,128.9972,59.34,95,100,4.07,CN,1633289156
Jiexiu,37.0244,111.9125,62.24,91,100,6.04,CN,1633289156
